S21_1,S21_2,S21_3,S21_4,D38_01_W9,D38_02_W9,D38_03_W9,D38_04_W9,gender,ANNO,AMP,zgp5,scolarita,D4_post,D38_post_01,D38_post_02,D38_post_03,D38_post_04,moon1,vacc1,stam1,chem1,moon2,vacc2,stam2,chem2,consp1,consp2,moon1_b,vacc1_b,stam1_b,chem1_b,moon2_b,vacc2_b,stam2_b,chem2_b,moon1_c,vacc1_c,stam1_c,chem1_c,moon2_c,vacc2_c,stam2_c,chem2_c,diff_moon,diff_vacc,diff_stam,diff_chem,anno2,age,titstu,sindes,stealth1,stealth2,stealth3,stealth4,stealth
9,7,5,6,4,6,7,9,,,,,,,,,,,3,5,6,8,,,,,5.5,,0,0,1,1,,,,,1,1,2,2,,,,,,,,,,,,,9,7,5,6,6.75
4,5,2,1,1,1,3,1,,,,,,,,,,,0,0,2,0,,,,,0.5,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,,,,,4,5,2,1,3
8,1,1,8,5,4,7,1,,,,,,,,,,,4,3,6,0,,,,,3.25,,0,0,1,0,,,,,1,1,2,0,,,,,,,,,,,,,8,1,1,8,4.5
2,1,1,3,7,6,9,4,2,1994,2,5,6,3,1,1,4,3,6,5,8,3,0,0,3,2,5.5,1.25,1,0,1,0,0,0,0,0,2,1,2,1,0,0,1,1,-6,-5,-5,-1,1994,26,Alta,Csx,2,1,1,3,1.75
11,7,10,4,4,4,5,3,,,,,,,,,,,3,3,4,2,,,,,3,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,11,7,10,4,8
1,1,2,3,12,12,3,9,,,,,,,,,,,,,2,8,,,,,,,,,0,1,,,,,,,1,2,,,,,,,,,,,,,1,1,2,3,1.75
5,2,2,4,1,1,1,1,2,1996,5,2,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,24,Media,Csx,5,2,2,4,3.25
12,12,12,12,9,8,5,8,2,1994,4,1,5,,,,,,8,7,4,7,,,,,6.5,,1,1,0,1,,,,,2,2,1,2,,,,,,,,,1994,26,Media,,,,,,
6,12,12,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
7,6,6,7,1,1,11,1,2,1994,1,5,2,13,12,12,12,12,0,0,10,0,,,,,2.5,,0,0,1,0,,,,,0,0,2,0,,,,,,,,,1994,26,Bassa,NC,7,6,6,7,6.5
6,6,8,8,6,6,12,7,,,,,,,,,,,5,5,,6,,,,,,,0,0,,1,,,,,1,1,,2,,,,,,,,,,,,,6,6,8,8,7
5,6,6,7,1,1,12,1,,,,,,,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,,,,,,,,,5,6,6,7,6
6,5,9,6,10,6,8,8,,,,,,,,,,,9,5,7,7,,,,,7,,1,0,1,1,,,,,2,1,2,2,,,,,,,,,,,,,6,5,9,6,6.5
9,10,9,10,7,7,7,7,,,,,,,,,,,6,6,6,6,,,,,6,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,9,10,9,10,9.5
3,8,5,12,8,11,11,1,,,,,,,,,,,7,10,10,0,,,,,6.75,,1,1,1,0,,,,,2,2,2,0,,,,,,,,,,,,,3,8,5,,
1,1,5,5,6,3,8,7,,,,,,,,,,,5,2,7,6,,,,,5,,0,0,1,1,,,,,1,1,2,2,,,,,,,,,,,,,1,1,5,5,3
5,3,6,8,2,1,12,1,,,,,,,,,,,1,0,,0,,,,,,,0,0,,0,,,,,1,0,,0,,,,,,,,,,,,,5,3,6,8,5.5
5,8,3,11,5,3,8,9,2,1996,2,2,8,4,7,5,6,11,4,2,7,8,6,4,5,10,5.25,6.25,0,0,1,1,1,0,0,1,1,1,2,2,2,1,1,2,2,2,-2,2,1996,24,Alta,Csx,5,8,3,11,6.75
11,11,4,11,1,1,1,6,1,1996,4,4,6,13,1,1,1,1,0,0,0,5,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,1996,24,Alta,NC,11,11,4,11,9.25
8,8,8,8,6,6,6,6,2,1996,3,3,3,,,,,,5,5,5,5,,,,,5,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,1996,24,Media,,8,8,8,8,8
11,10,7,8,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,11,10,7,8,9
4,6,8,8,3,6,6,1,,,,,,,,,,,2,5,5,0,,,,,3,,0,0,0,0,,,,,1,1,1,0,,,,,,,,,,,,,4,6,8,8,6.5
7,10,5,9,10,11,10,11,,,,,,,,,,,9,10,9,10,,,,,9.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,7,10,5,9,7.75
7,5,8,8,3,3,3,4,1,1996,4,4,6,13,2,3,6,3,2,2,2,3,1,2,5,2,2.25,2.5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,0,3,-1,1996,24,Alta,NC,7,5,8,8,7
12,2,11,12,1,4,1,1,,,,,,,,,,,0,3,0,0,,,,,0.75,,0,0,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,2,11,,
6,9,8,5,3,6,6,2,2,1995,4,3,8,3,1,1,12,1,2,5,5,1,0,0,,0,3.25,,0,0,0,0,0,0,,0,1,1,1,1,0,0,,0,-2,-5,,-1,1995,25,Alta,Csx,6,9,8,5,7
5,5,8,6,1,1,1,1,2,1997,3,4,6,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1997,23,Alta,,5,5,8,6,6
7,3,4,6,4,6,7,3,1,1995,4,4,6,12,12,12,12,12,3,5,6,2,,,,,4,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,1995,25,Alta,,7,3,4,6,5
7,5,3,6,1,2,6,1,1,1998,3,2,3,7,1,2,1,1,0,1,5,0,0,1,0,0,1.5,0.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-5,0,1998,22,Media,Cdx,7,5,3,6,5.25
12,8,2,2,9,1,6,1,,,,,,,,,,,8,0,5,0,,,,,3.25,,1,0,0,0,,,,,2,0,1,0,,,,,,,,,,,,,,8,2,2,
9,7,6,5,11,11,11,11,1,1995,3,1,4,8,5,11,9,9,10,10,10,10,4,10,8,8,10,7.5,1,1,1,1,0,1,1,1,2,2,2,2,1,2,2,2,-6,0,-2,-2,1995,25,Media,Cdx,9,7,6,5,6.75
7,6,8,12,3,7,12,4,2,1995,2,5,5,13,1,2,12,1,2,6,,3,0,1,,0,,,0,1,,0,0,0,,0,1,2,,1,0,1,,0,-2,-5,,-3,1995,25,Media,NC,7,6,8,,
4,2,10,7,1,2,1,1,1,1995,4,4,8,4,1,1,1,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1995,25,Alta,Csx,4,2,10,7,5.75
2,4,7,4,6,1,4,2,1,1996,3,1,8,8,1,1,1,1,5,0,3,1,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-5,0,-3,-1,1996,24,Alta,Cdx,2,4,7,4,4.25
4,4,9,6,2,5,8,6,,,,,,,,,,,1,4,7,5,,,,,4.25,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,,,,,4,4,9,6,5.75
12,12,12,12,10,8,8,10,,,,,,,,,,,9,7,7,9,,,,,8,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,,,,,
1,1,1,1,9,11,11,2,2,1996,1,1,5,13,4,3,4,3,8,10,10,1,3,2,3,2,7.25,2.5,1,1,1,0,0,0,0,0,2,2,2,1,1,1,1,1,-5,-8,-7,1,1996,24,Media,NC,1,1,1,1,1
6,3,10,2,11,1,9,1,,,,,,,,,,,10,0,8,0,,,,,4.5,,1,0,1,0,,,,,2,0,2,0,,,,,,,,,,,,,6,3,10,2,5.25
7,4,9,6,5,6,5,8,2,1996,4,3,9,4,5,4,5,5,4,5,4,7,4,3,4,4,5,3.75,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,0,-2,0,-3,1996,24,Alta,Csx,7,4,9,6,6.5
3,2,4,3,4,4,4,5,,,,,,,,,,,3,3,3,4,,,,,3.25,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,3,2,4,3,3
11,9,9,10,1,1,3,1,,,,,,,,,,,0,0,2,0,,,,,0.5,,0,0,0,0,,,,,0,0,1,0,,,,,,,,,,,,,11,9,9,10,9.75
1,1,7,1,6,3,11,4,,,,,,,,,,,5,2,10,3,,,,,5,,0,0,1,0,,,,,1,1,2,1,,,,,,,,,,,,,1,1,7,1,2.5
1,1,1,1,9,5,6,7,2,1994,4,5,5,11,6,9,10,5,8,4,5,6,5,8,9,4,5.75,6.5,1,0,0,1,0,1,1,0,2,1,1,2,1,2,2,1,-3,4,4,-2,1994,26,Media,Dx,1,1,1,1,1
8,6,3,2,3,3,3,6,,,,,,,,,,,2,2,2,5,,,,,2.75,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,8,6,3,2,4.75
8,9,8,9,8,7,7,8,1,1995,3,2,5,9,5,4,2,3,7,6,6,7,4,3,1,2,6.5,2.5,1,1,1,1,0,0,0,0,2,2,2,2,1,1,1,1,-3,-3,-5,-5,1995,25,Media,Cdx,8,9,8,9,8.5
12,12,12,12,4,6,4,4,2,1996,3,4,7,13,3,6,3,2,3,5,3,3,2,5,2,1,3.5,2.5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,0,-1,-2,1996,24,Alta,NC,,,,,
9,10,10,9,8,10,9,6,,,,,,,,,,,7,9,8,5,,,,,7.25,,1,1,1,0,,,,,2,2,2,1,,,,,,,,,,,,,9,10,10,9,9.5
2,2,12,2,1,1,1,1,,,,,,,,,,,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,2,2,,2,
2,3,9,1,11,11,10,10,1,1996,3,4,9,5,9,7,8,6,10,10,9,9,8,6,7,5,9.5,6.5,1,1,1,1,1,1,1,0,2,2,2,2,2,2,2,1,-2,-4,-2,-4,1996,24,Alta,Csx,2,3,9,1,3.75
5,3,5,5,1,5,8,8,2,1996,1,4,2,13,6,12,7,1,0,4,7,7,5,,6,0,4.5,,0,0,1,1,0,,1,0,0,1,2,2,1,,2,0,5,,-1,-7,1996,24,Bassa,NC,5,3,5,5,4.5
5,3,9,5,7,5,9,6,2,1996,4,4,5,,,,,,6,4,8,5,,,,,5.75,,1,0,1,0,,,,,2,1,2,1,,,,,,,,,1996,24,Media,,5,3,9,5,5.5
8,6,5,7,6,7,8,8,2,1994,5,5,5,5,5,10,3,6,5,6,7,7,4,9,2,5,6.25,5,0,1,1,1,0,1,0,0,1,2,2,2,1,2,1,1,-1,3,-5,-2,1994,26,Media,Csx,8,6,5,7,6.5
4,4,10,5,2,1,9,3,,,,,,,,,,,1,0,8,2,,,,,2.75,,0,0,1,0,,,,,1,0,2,1,,,,,,,,,,,,,4,4,10,5,5.75
6,6,11,6,7,7,6,2,2,1995,6,1,5,,,,,,6,6,5,1,,,,,4.5,,1,1,0,0,,,,,2,2,1,1,,,,,,,,,1995,25,Media,,6,6,11,6,7.25
8,9,8,9,7,6,7,7,2,1994,1,2,5,9,2,3,5,4,6,5,6,6,1,2,4,3,5.75,2.5,1,0,1,1,0,0,0,0,2,1,2,2,1,1,1,1,-5,-3,-2,-3,1994,26,Media,Cdx,8,9,8,9,8.5
5,7,3,3,1,2,6,1,2,1994,4,4,5,13,1,11,6,5,0,1,5,0,0,10,5,4,1.5,4.75,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,1,0,9,0,4,1994,26,Media,NC,5,7,3,3,4.5
7,7,9,9,8,8,8,8,2,1994,4,4,5,13,7,2,7,4,7,7,7,7,6,1,6,3,7,4,1,1,1,1,1,0,1,0,2,2,2,2,2,1,2,1,-1,-6,-1,-4,1994,26,Media,NC,7,7,9,9,8
7,1,11,2,1,1,1,1,2,1998,4,5,5,12,12,12,12,12,0,0,0,0,,,,,0,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1998,22,Media,,7,1,11,2,5.25
12,12,12,12,11,9,10,11,,,,,,,,,,,10,8,9,10,,,,,9.25,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,,,,,
7,7,7,7,9,7,8,8,,,,,,,,,,,8,6,7,7,,,,,7,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,7,7,7,7,7
4,2,10,9,1,1,4,2,1,1995,1,1,5,5,1,3,1,1,0,0,3,1,0,2,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,-3,-1,1995,25,Media,Csx,4,2,10,9,6.25
12,12,12,12,12,12,12,12,2,1995,1,1,2,13,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,25,Bassa,NC,,,,,
6,1,11,1,5,5,5,5,,,,,,,,,,,4,4,4,4,,,,,4,,0,0,0,0,,,,,1,1,1,1,,,,,,,,,,,,,6,1,11,1,4.75
1,6,11,1,1,1,5,1,2,1996,6,3,6,12,1,1,1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-4,0,1996,24,Alta,,1,6,11,1,4.75
8,7,6,8,8,5,5,5,,,,,,,,,,,7,4,4,4,,,,,4.75,,1,0,0,0,,,,,2,1,1,1,,,,,,,,,,,,,8,7,6,8,7.25
11,9,9,7,11,8,9,10,,,,,,,,,,,10,7,8,9,,,,,8.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,11,9,9,7,9
3,7,8,4,1,1,1,1,1,1996,6,1,9,4,6,1,8,1,0,0,0,0,5,0,7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,5,0,7,0,1996,24,Alta,Csx,3,7,8,4,5.5
1,1,4,1,9,7,7,7,,,,,,,,,,,8,6,6,6,,,,,6.5,,1,1,1,1,,,,,2,2,2,2,,,,,,,,,,,,,1,1,4,1,1.75
7,3,4,7,1,11,11,1,,,,,,,,,,,0,10,10,0,,,,,5,,0,1,1,0,,,,,0,2,2,0,,,,,,,,,,,,,7,3,4,7,5.25
11,5,2,5,3,2,9,5,2,1994,5,2,9,6,5,1,2,1,2,1,8,4,4,0,1,0,3.75,1.25,0,0,1,0,0,0,0,0,1,1,2,1,1,0,1,0,2,-1,-7,-4,1994,26,Alta,C,11,5,2,5,5.75
4,8,8,3,7,9,11,6,2,1995,3,4,6,12,1,4,3,5,6,8,10,5,0,3,2,4,7.25,2.25,1,1,1,0,0,0,0,0,2,2,2,1,0,1,1,1,-6,-5,-8,-1,1995,25,Alta,,4,8,8,3,5.75
7,1,10,8,1,1,3,1,2,1998,4,1,5,2,1,2,12,1,0,0,2,0,0,1,,0,0.5,,0,0,0,0,0,0,,0,0,0,1,0,0,1,,0,0,1,,0,1998,22,Media,Sx,7,1,10,8,6.5
4,9,11,7,1,1,11,2,,,,,,,,,,,0,0,10,1,,,,,2.75,,0,0,1,0,,,,,0,0,2,1,,,,,,,,,,,,,4,9,11,7,7.75
6,6,6,6,6,6,6,6,2,1994,6,4,5,5,7,5,8,8,5,5,5,5,6,4,7,7,5,6,0,0,0,0,1,0,1,1,1,1,1,1,2,1,2,2,1,-1,2,2,1994,26,Media,Csx,6,6,6,6,6
7,1,5,1,2,3,11,9,2,1994,3,1,6,11,1,1,4,1,1,2,10,8,0,0,3,0,5.25,0.75,0,0,1,1,0,0,0,0,1,1,2,2,0,0,1,0,-1,-2,-7,-8,1994,26,Alta,Dx,7,1,5,1,3.5
,,,,,,,,1,1952,4,4,5,11,5,7,11,1,,,,,4,6,10,0,,5,,,,,0,1,1,0,,,,,1,2,2,0,,,,,1952,68,Media,Dx,,,,,
,,,,,,,,2,1982,4,2,10,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1982,38,Alta,Csx,,,,,
,,,,,,,,2,1949,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,71,Alta,,,,,,
,,,,,,,,1,1961,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,59,Media,,,,,,
,,,,,,,,1,1981,3,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,39,Alta,,,,,,
,,,,,,,,2,1961,4,4,9,3,9,2,6,2,,,,,8,1,5,1,,3.75,,,,,1,0,0,0,,,,,2,1,1,1,,,,,1961,59,Alta,Csx,,,,,
,,,,,,,,1,1964,5,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,56,Alta,,,,,,
,,,,,,,,2,1965,5,2,11,6,3,2,6,3,,,,,2,1,5,2,,2.5,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1965,55,Alta,C,,,,,
,,,,,,,,1,1942,4,1,5,4,1,1,2,1,,,,,0,0,1,0,,0.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1942,78,Media,Csx,,,,,
,,,,,,,,2,1950,4,1,5,8,1,6,11,12,,,,,0,5,10,,,,,,,,0,0,1,,,,,,0,1,2,,,,,,1950,70,Media,Cdx,,,,,
,,,,,,,,1,1953,6,1,5,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1953,67,Media,Sx,,,,,
,,,,,,,,2,1960,6,1,9,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1960,60,Alta,Csx,,,,,
,,,,,,,,1,1945,4,3,5,9,1,5,5,1,,,,,0,4,4,0,,2,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1945,75,Media,Cdx,,,,,
,,,,,,,,1,1957,3,4,2,1,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1957,63,Bassa,Sx,,,,,
,,,,,,,,1,1953,3,5,9,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1953,67,Alta,Csx,,,,,
,,,,,,,,1,1968,5,2,9,9,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1968,52,Alta,Cdx,,,,,
,,,,,,,,2,1975,4,3,9,2,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1975,45,Alta,Sx,,,,,
,,,,,,,,2,1954,1,1,10,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1954,66,Alta,Csx,,,,,
,,,,,,,,2,1953,3,4,5,3,9,1,1,1,,,,,8,0,0,0,,2,,,,,1,0,0,0,,,,,2,0,0,0,,,,,1953,67,Media,Csx,,,,,
,,,,,,,,1,1976,4,2,5,9,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1976,44,Media,Cdx,,,,,
,,,,,,,,2,1956,1,1,9,4,5,7,8,5,,,,,4,6,7,4,,5.25,,,,,0,1,1,0,,,,,1,2,2,1,,,,,1956,64,Alta,Csx,,,,,
,,,,,,,,2,1942,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942,78,Alta,,,,,,
,,,,,,,,2,1953,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,67,Bassa,,,,,,
,,,,,,,,1,1968,4,1,6,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1968,52,Alta,Csx,,,,,
,,,,,,,,1,1957,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,63,Media,,,,,,
,,,,,,,,1,1966,5,2,7,1,6,2,3,8,,,,,5,1,2,7,,3.75,,,,,0,0,0,1,,,,,1,1,1,2,,,,,1966,54,Alta,Sx,,,,,
,,,,,,,,1,1966,5,1,9,6,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1966,54,Alta,C,,,,,
,,,,,,,,1,1947,2,2,2,13,6,1,6,1,,,,,5,0,5,0,,2.5,,,,,0,0,0,0,,,,,1,0,1,0,,,,,1947,73,Bassa,NC,,,,,
,,,,,,,,1,1982,3,2,8,9,1,1,3,1,,,,,0,0,2,0,,0.5,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1982,38,Alta,Cdx,,,,,
,,,,,,,,1,1962,3,5,5,2,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1962,58,Media,Sx,,,,,
,,,,,,,,1,1942,5,2,5,1,12,1,11,12,,,,,,0,10,,,,,,,,,0,1,,,,,,,0,2,,,,,,1942,78,Media,Sx,,,,,
,,,,,,,,1,1957,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,63,Alta,,,,,,
,,,,,,,,2,1953,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,67,Media,,,,,,
,,,,,,,,1,1951,4,3,5,4,3,1,1,2,,,,,2,0,0,1,,0.75,,,,,0,0,0,0,,,,,1,0,0,1,,,,,1951,69,Media,Csx,,,,,
,,,,,,,,1,1960,4,3,9,2,1,2,1,1,,,,,0,1,0,0,,0.25,,,,,0,0,0,0,,,,,0,1,0,0,,,,,1960,60,Alta,Sx,,,,,
,,,,,,,,1,1949,6,3,5,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1949,71,Media,Sx,,,,,
,,,,,,,,1,1963,6,3,10,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1963,57,Alta,Csx,,,,,
,,,,,,,,1,1961,6,3,9,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1961,59,Alta,Csx,,,,,
,,,,,,,,2,1947,6,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,73,Alta,,,,,,
,,,,,,,,1,1980,5,5,6,6,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1980,40,Alta,C,,,,,
,,,,,,,,1,1960,2,5,5,1,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1960,60,Media,Sx,,,,,
,,,,,,,,2,1952,6,3,9,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1952,68,Alta,Sx,,,,,
,,,,,,,,1,1954,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1954,66,Media,,,,,,
,,,,,,,,1,1948,4,2,9,2,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1948,72,Alta,Sx,,,,,
,,,,,,,,2,1959,3,2,5,3,1,2,3,1,,,,,0,1,2,0,,0.75,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1959,61,Media,Csx,,,,,
,,,,,,,,2,1951,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,69,Media,,,,,,
,,,,,,,,1,1950,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,70,Media,,,,,,
,,,,,,,,1,1960,6,1,5,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1960,60,Media,Csx,,,,,
,,,,,,,,1,1973,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,47,Media,,,,,,
,,,,,,,,1,1956,5,1,5,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1956,64,Media,Sx,,,,,
,,,,,,,,1,1957,6,1,5,2,12,7,12,1,,,,,,6,,0,,,,,,,,1,,0,,,,,,2,,0,,,,,1957,63,Media,Sx,,,,,
,,,,,,,,1,1968,6,1,9,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1968,52,Alta,Sx,,,,,
,,,,,,,,1,1948,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,72,Alta,,,,,,
,,,,,,,,1,1971,6,1,10,7,6,1,4,1,,,,,5,0,3,0,,2,,,,,0,0,0,0,,,,,1,0,1,0,,,,,1971,49,Alta,Cdx,,,,,
,,,,,,,,1,1952,4,4,9,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1952,68,Alta,Csx,,,,,
,,,,,,,,2,1981,6,2,6,1,5,1,2,1,,,,,4,0,1,0,,1.25,,,,,0,0,0,0,,,,,1,0,1,0,,,,,1981,39,Alta,Sx,,,,,
,,,,,,,,2,1964,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,56,Media,,,,,,
,,,,,,,,1,1967,1,4,5,7,9,3,2,3,,,,,8,2,1,2,,3.25,,,,,1,0,0,0,,,,,2,1,1,1,,,,,1967,53,Media,Cdx,,,,,
,,,,,,,,1,1953,4,4,9,9,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1953,67,Alta,Cdx,,,,,
,,,,,,,,1,1965,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,55,Media,,,,,,
,,,,,,,,1,1977,3,3,5,4,1,2,6,1,,,,,0,1,5,0,,1.5,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1977,43,Media,Csx,,,,,
,,,,,,,,1,1945,2,3,9,6,1,6,11,1,,,,,0,5,10,0,,3.75,,,,,0,0,1,0,,,,,0,1,2,0,,,,,1945,75,Alta,C,,,,,
,,,,,,,,1,1954,6,3,9,11,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1954,66,Alta,Dx,,,,,
,,,,,,,,1,1957,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,63,Media,,,,,,
,,,,,,,,2,1961,1,2,5,4,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1961,59,Media,Csx,,,,,
,,,,,,,,1,1975,4,3,5,1,4,11,6,2,,,,,3,10,5,1,,4.75,,,,,0,1,0,0,,,,,1,2,1,1,,,,,1975,45,Media,Sx,,,,,
,,,,,,,,2,1958,5,3,8,6,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1958,62,Alta,C,,,,,
,,,,,,,,2,1974,6,2,9,6,1,2,7,1,,,,,0,1,6,0,,1.75,,,,,0,0,1,0,,,,,0,1,2,0,,,,,1974,46,Alta,C,,,,,
,,,,,,,,2,1965,4,3,4,6,1,2,12,1,,,,,0,1,,0,,,,,,,0,0,,0,,,,,0,1,,0,,,,,1965,55,Media,C,,,,,
,,,,,,,,1,1948,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,72,Media,,,,,,
,,,,,,,,1,1961,1,3,5,12,1,7,4,6,,,,,0,6,3,5,,3.5,,,,,0,1,0,0,,,,,0,2,1,1,,,,,1961,59,Media,,,,,,
,,,,,,,,1,1954,1,2,5,11,2,9,9,4,,,,,1,8,8,3,,5,,,,,0,1,1,0,,,,,1,2,2,1,,,,,1954,66,Media,Dx,,,,,
